week,temperature,relative_humidity,dew_point,precipitation (mm),rain (mm),snowfall (cm),pressure_msl (hPa),surface_pressure (hPa),cloud_cover (%),cloud_cover_low (%),cloud_cover_mid (%),cloud_cover_high (%),vapour_pressure_deficit (kPa),wind_speed_10m (km/h),wind_direction
1984-08-13/1984-08-19,21.690476190476193,92.33333333333333,20.35238095238095,57.300000000000004,57.300000000000004,0,1005.6172619047619,940.3357142857143,96.3452380952381,80.75,55.86904761904761,72.89285714285714,0.21005952380952378,19.847023809523808,247
1984-08-20/1984-08-26,22.635714285714283,87.57738095238095,20.375,15.2,15.2,0,1008.1166666666668,942.8708333333334,92.26785714285714,76.29761904761905,24.5,67.36309523809523,0.36678571428571427,17.90654761904762,245
1984-08-27/1984-09-02,22.494047619047617,87.82142857142857,20.28988095238095,25.0,25.0,0,1006.6642857142858,941.4833333333333,88.3809523809524,82.60714285714286,8.351190476190474,60.95238095238095,0.35446428571428573,22.044642857142858,243
1984-09-03/1984-09-09,22.01547619047619,87.19642857142857,19.682142857142857,21.6,21.6,0,1009.1988095238095,943.7553571428571,80.48809523809523,78.58333333333334,9.291666666666668,22.559523809523807,0.3659523809523809,18.96309523809524,252
1984-09-10/1984-09-16,22.413690476190478,88.25,20.222023809523808,54.699999999999996,54.699999999999996,0,1009.4083333333334,944.0291666666666,80.8452380952381,69.55357142857143,24.38095238095238,55.851190476190474,0.3570833333333333,12.91547619047619,242
1984-09-17/1984-09-23,23.58511904761905,81.69642857142857,19.954761904761906,8.0,8.0,0,1010.8940476190476,945.6678571428572,47.607142857142854,42.160714285714285,8.297619047619047,15.619047619047619,0.6159523809523809,9.398809523809524,98
1984-09-24/1984-09-30,25.260714285714283,77.30357142857143,20.56845238095238,25.9,25.9,0,1009.5416666666667,944.7517857142858,29.726190476190478,8.434523809523808,17.690476190476186,38.398809523809526,0.8397619047619048,4.923809523809524,8
1984-10-01/1984-10-07,26.0875,66.50595238095238,18.57857142857143,30.9,30.9,0,1008.8583333333333,944.282738095238,26.434523809523807,3.8095238095238093,22.273809523809522,32.220238095238095,1.2753571428571429,6.601190476190475,8
1984-10-08/1984-10-14,23.36547619047619,82.02976190476191,19.66547619047619,46.2,46.2,0,1011.2863095238096,945.9869047619047,50.904761904761905,27.297619047619044,12.666666666666668,64.24404761904762,0.6085714285714285,7.076190476190476,27
1984-10-15/1984-10-21,23.669642857142858,59.125,14.104166666666668,0.0,0.0,0,1012.5124999999999,947.1869047619047,8.208333333333334,2.6309523809523805,7.44047619047619,4.4940476190476195,1.3801190476190475,7.579166666666667,19
1984-10-22/1984-10-28,24.94702380952381,64.83333333333333,17.061309523809523,0.4,0.4,0,1013.4589285714285,948.3517857142858,33.18452380952381,5.82142857142857,27.934523809523807,39.14880952380952,1.245297619047619,5.096428571428571,270
1984-10-29/1984-11-04,23.864880952380954,47.22023809523809,11.107142857142858,0.0,0.0,0,1014.0541666666667,948.6791666666667,7.541666666666667,0.13095238095238096,12.351190476190476,0.0119047619047619,1.7044642857142858,7.699404761904762,33
1984-11-05/1984-11-11,24.754166666666666,54.166666666666664,13.935119047619049,0.0,0.0,0,1013.3630952380953,948.2160714285714,6.339285714285714,0.9583333333333334,9.142857142857142,0.0,1.5957738095238094,6.952380952380953,3
1984-11-12/1984-11-18,22.791071428571428,35.458333333333336,5.623809523809524,0.0,0.0,0,1014.0714285714286,948.4589285714285,0.06547619047619048,0.0,0.0,0.22023809523809526,1.964047619047619,10.233928571428573,47
1984-11-19/1984-11-25,21.5297619047619,40.32142857142857,6.395238095238095,0.0,0.0,0,1015.7744047619047,949.7809523809525,0.8035714285714286,0.0,0.4642857142857143,1.7321428571428572,1.7023214285714285,7.890476190476191,90
1984-11-26/1984-12-02,20.576190476190476,42.00595238095237,6.333928571428571,0.0,0.0,0,1015.082738095238,948.9267857142858,7.970238095238095,0.05952380952380953,0.0238095238095238,26.333333333333336,1.5373214285714287,11.602380952380953,68
1984-12-03/1984-12-09,24.179761904761904,55.97023809523809,14.070238095238096,0.2,0.2,0,1013.1642857142857,947.9083333333334,8.130952380952381,1.9464285714285714,5.202380952380953,10.839285714285714,1.4717857142857143,7.395238095238095,3
1984-12-10/1984-12-16,22.037499999999998,40.904761904761905,6.5809523809523816,0.0,0.0,0,1013.6613095238096,947.907142857143,0.0,0.0,0.0,0.0,1.793392857142857,6.975595238095238,27
1984-12-17/1984-12-23,21.426785714285717,42.31547619047619,6.561309523809524,0.0,0.0,0,1012.4613095238094,946.6565476190475,0.14880952380952378,0.0,0.03571428571428571,0.46428571428571425,1.710357142857143,7.0249999999999995,86
1984-12-24/1984-12-30,21.161309523809525,46.238095238095234,7.9053571428571425,0.0,0.0,0,1013.1107142857143,947.2071428571428,2.148809523809524,0.05357142857142857,2.7261904761904767,1.5476190476190477,1.5537500000000002,7.958928571428571,6
1984-12-31/1985-01-06,20.613690476190474,51.81547619047619,9.386904761904761,0.0,0.0,0,1014.2232142857143,948.1363095238096,6.19047619047619,0.7559523809523808,2.517857142857143,13.375,1.3157738095238096,7.291071428571428,8
1985-01-07/1985-01-13,20.107738095238094,50.267857142857146,8.175,0.0,0.0,0,1014.6523809523809,948.4244047619048,3.857142857142857,0.0,0.17261904761904762,12.529761904761907,1.3674404761904762,7.191071428571428,3
1985-01-14/1985-01-20,21.98154761904762,47.726190476190474,9.426785714285714,0.0,0.0,0,1014.3345238095238,948.5333333333332,12.82738095238095,0.0,8.529761904761903,25.571428571428573,1.547797619047619,8.030357142857143,18
1985-01-21/1985-01-27,22.72142857142857,48.85119047619047,10.310119047619049,0.0,0.0,0,1013.092857142857,947.5321428571427,4.511904761904762,0.0,7.208333333333334,0.6190476190476192,1.5948214285714286,7.29047619047619,59
1985-01-28/1985-02-03,22.6547619047619,42.34523809523809,7.784523809523809,0.0,0.0,0,1011.4517857142857,945.9761904761906,0.2202380952380952,0.0,0.2678571428571429,0.19642857142857142,1.8160119047619045,7.364285714285714,90
1985-02-04/1985-02-10,21.61190476190476,42.25,6.473214285714286,0.0,0.0,0,1008.3113095238095,942.8178571428572,4.511904761904762,0.0,0.0,15.035714285714286,1.7053571428571428,6.913095238095238,297
1985-02-11/1985-02-17,21.567261904761903,31.904761904761905,2.731547619047619,0.0,0.0,0,1009.0636904761905,943.5095238095238,0.02976190476190476,0.0,0.0,0.06547619047619047,1.9549999999999998,8.242857142857144,3
1985-02-18/1985-02-24,23.872619047619047,31.53571428571428,4.439880952380952,0.0,0.0,0,1010.9083333333334,945.7232142857143,0.09523809523809522,0.0,0.125,0.0,2.2470833333333333,7.72202380952381,6
1985-02-25/1985-03-03,25.908928571428568,29.38095238095238,5.071428571428571,0.0,0.0,0,1011.3404761904761,946.5559523809524,0.0,0.0,0.0,0.0,2.6158333333333337,7.509523809523809,51
1985-03-04/1985-03-10,27.951785714285712,25.803571428571423,4.451190476190477,0.0,0.0,0,1012.1166666666667,947.7,0.10714285714285714,0.0,0.0,0.3333333333333333,3.1258928571428575,8.114285714285714,27
1985-03-11/1985-03-17,28.357738095238094,30.446428571428573,6.9125000000000005,0.0,0.0,0,1011.2125,946.9434523809524,13.75595238095238,0.0,0.11904761904761904,45.547619047619044,3.003392857142857,7.744642857142858,11
1985-03-18/1985-03-24,26.883928571428573,39.0595238095238,8.683333333333334,0.0,0.0,0,1010.0071428571429,945.5119047619047,11.55952380952381,0.16666666666666669,0.1130952380952381,37.75595238095239,2.51202380952381,8.002976190476192,27
1985-03-25/1985-03-31,28.221428571428568,45.416666666666664,13.072619047619048,2.5,2.5,0,1009.3625000000001,945.1851190476191,17.047619047619044,0.053571428571428555,12.196428571428571,32.226190476190474,2.4379761904761907,7.282738095238095,14
1985-04-01/1985-04-07,26.37380952380952,53.44047619047619,13.47857142857143,0.0,0.0,0,1010.1166666666667,945.5124999999999,7.422619047619048,3.2976190476190474,2.857142857142857,9.089285714285714,1.967202380952381,8.08392857142857,270
1985-04-08/1985-04-14,26.62738095238095,50.61904761904761,13.448214285714286,0.0,0.0,0,1007.5636904761905,943.1690476190477,1.9166666666666665,2.0357142857142856,0.0,0.29166666666666663,2.064404761904762,11.117857142857144,259
1985-04-15/1985-04-21,28.79345238095238,39.327380952380956,10.735714285714286,1.5999999999999999,1.5999999999999999,0,1009.1964285714286,945.1404761904762,3.4880952380952377,0.0,4.660714285714286,2.232142857142857,2.834107142857143,10.514880952380953,270
1985-04-22/1985-04-28,29.22142857142857,41.01190476190476,11.627380952380951,0.0,0.0,0,1007.9880952380952,944.0964285714286,3.482142857142857,1.0654761904761905,3.8392857142857144,0.7321428571428571,2.829285714285714,11.170833333333333,277
1985-04-29/1985-05-05,27.173809523809524,54.785714285714285,14.85952380952381,0.0,0.0,0,1007.3946428571428,943.1255952380952,12.125,9.083333333333332,1.2142857142857142,10.75,2.0042261904761904,14.438095238095238,246
1985-05-06/1985-05-12,30.201190476190476,50.38095238095239,16.801190476190477,3.1,3.1,0,1008.5005952380952,944.7785714285714,12.279761904761903,0.7619047619047619,15.160714285714286,8.083333333333334,2.5223214285714284,9.591071428571428,5
1985-05-13/1985-05-19,30.19940476190476,53.625,17.592857142857145,0.4,0.4,0,1006.8434523809525,943.2261904761905,10.071428571428571,3.8095238095238093,6.077380952380952,9.785714285714286,2.4388690476190473,11.148214285714285,247
1985-05-20/1985-05-26,27.445833333333333,64.76785714285714,19.196428571428573,1.5,1.5,0,1004.3964285714285,940.3779761904761,21.642857142857142,16.94047619047619,3.2142857142857144,14.82738095238095,1.5308333333333335,17.510714285714286,258
1985-05-27/1985-06-02,27.538095238095234,68.19642857142857,20.455357142857142,5.2,5.2,0,1004.8505952380953,940.8303571428571,40.09523809523809,32.71428571428571,11.148809523809524,13.738095238095237,1.3417261904761906,15.045833333333334,242
1985-06-03/1985-06-09,25.732142857142858,78.59523809523809,21.385714285714283,11.6,11.6,0,1007.0148809523808,942.4869047619048,63.035714285714285,59.97023809523809,11.970238095238097,6.738095238095238,0.7997023809523809,18.103571428571428,231
1985-06-10/1985-06-16,25.529166666666665,78.77380952380952,21.21190476190476,10.600000000000001,10.600000000000001,0,1005.7392857142858,941.2488095238095,69.79166666666667,66.0,7.630952380952381,26.898809523809522,0.7858928571428573,18.402380952380952,243
1985-06-17/1985-06-23,25.08809523809524,78.625,20.701785714285712,10.4,10.4,0,1005.0107142857142,940.4755952380953,60.44642857142857,55.72619047619048,9.053571428571429,18.220238095238095,0.7773214285714286,19.661309523809525,243
1985-06-24/1985-06-30,24.488690476190474,84.45833333333334,21.49761904761905,28.3,28.3,0,1004.5089285714286,939.8869047619047,89.47619047619047,71.25,37.41666666666667,57.226190476190474,0.5287499999999999,21.023809523809522,252
1985-07-01/1985-07-07,23.798809523809524,85.85714285714286,21.158928571428568,26.1,26.1,0,1005.7732142857143,940.9244047619048,86.47023809523809,74.42857142857143,24.607142857142858,46.40476190476191,0.45035714285714284,21.14761904761905,243
1985-07-08/1985-07-14,23.98392857142857,84.39880952380952,21.021428571428572,22.700000000000003,22.700000000000003,0,1005.0458333333333,940.2815476190477,88.125,72.39880952380953,15.666666666666666,74.88095238095238,0.5098809523809523,21.75357142857143,252
1985-07-15/1985-07-21,22.2,93.19047619047619,20.997023809523807,91.8,91.8,0,1006.7345238095238,941.4863095238096,96.83333333333333,85.21428571428571,57.714285714285715,77.88095238095238,0.19803571428571426,16.22142857142857,243
1985-07-22/1985-07-28,22.800595238095237,91.33333333333333,21.256547619047616,50.8,50.8,0,1007.4648809523809,942.2958333333333,97.02976190476191,80.85119047619048,44.125,89.52380952380952,0.25749999999999995,15.708333333333334,246
1985-07-29/1985-08-04,22.43392857142857,92.96428571428571,21.20595238095238,99.3,99.3,0,1004.2339285714286,939.1994047619048,98.17261904761905,83.13095238095238,56.0,88.29166666666667,0.19916666666666658,21.39345238095238,232
1985-08-05/1985-08-11,22.266071428571426,93.19047619047618,21.07440476190476,44.3,44.3,0,1005.3589285714286,940.2154761904761,96.43452380952382,84.49404761904762,48.48809523809524,74.84523809523809,0.19297619047619044,18.939285714285713,247
1985-08-12/1985-08-18,23.21904761904762,87.25,20.86845238095238,14.3,14.3,0,1004.7797619047618,939.8738095238095,91.54761904761904,69.48809523809523,24.96428571428571,79.44047619047619,0.3923809523809524,15.549404761904762,253
1985-08-19/1985-08-25,22.991666666666667,87.0,20.60535714285714,16.0,16.0,0,1007.7291666666666,942.585119047619,85.79761904761904,66.19047619047619,17.05952380952381,72.58928571428571,0.3919642857142857,17.11190476190476,232
1985-08-26/1985-09-01,22.808333333333334,87.49404761904762,20.521428571428572,16.7,16.7,0,1008.4244047619047,943.1940476190476,86.95238095238095,68.06547619047619,19.511904761904763,67.75595238095238,0.3748214285714285,15.189285714285715,246
1985-09-02/1985-09-08,22.997023809523807,86.79761904761904,20.537499999999998,18.9,18.9,0,1008.7386904761905,943.5297619047618,80.0,67.57142857142857,13.244047619047619,47.267857142857146,0.40654761904761905,15.488095238095239,252
1985-09-09/1985-09-15,23.188095238095237,83.22619047619048,19.942261904761903,3.5,3.5,0,1007.6982142857142,942.5916666666666,81.21428571428571,62.32142857142857,20.785714285714285,56.63690476190476,0.5313690476190476,13.301190476190476,250
1985-09-16/1985-09-22,23.4625,83.42857142857143,20.22202380952381,6.3999999999999995,6.3999999999999995,0,1009.9803571428572,944.7845238095239,71.34523809523809,55.720238095238095,19.51190476190476,41.541666666666664,0.5458928571428572,10.395833333333334,249
1985-09-23/1985-09-29,25.39702380952381,75.30357142857143,19.9625,2.0,2.0,0,1010.0363095238096,945.235119047619,44.839285714285715,28.482142857142858,10.428571428571429,45.16666666666667,0.9753571428571429,7.492857142857142,42
1985-09-30/1985-10-06,25.935119047619047,68.83928571428571,18.616071428571427,59.6,59.6,0,1007.657142857143,943.1238095238095,52.767857142857146,24.821428571428573,36.839285714285715,50.214285714285715,1.243095238095238,10.144047619047617,3
1985-10-07/1985-10-13,23.114880952380954,80.34523809523809,19.105952380952377,5.8,5.8,0,1008.202380952381,943.0505952380953,50.851190476190474,37.33333333333333,12.172619047619047,52.601190476190474,0.6372619047619048,10.558333333333334,179
1985-10-14/1985-10-20,23.3875,66.31547619047619,15.677380952380954,0.4,0.4,0,1010.2577380952381,945.0255952380952,28.226190476190474,14.755952380952381,17.505952380952383,18.464285714285715,1.1265476190476191,6.726190476190476,21
1985-10-21/1985-10-27,22.76607142857143,39.035714285714285,6.903571428571429,0.0,0.0,0,1014.4690476190477,948.8202380952381,0.125,0.0,0.20238095238095238,0.0,1.89547619047619,8.726785714285715,73
1985-10-28/1985-11-03,23.14166666666667,36.76190476190476,6.501190476190476,0.0,0.0,0,1014.1327380952381,948.5880952380952,0.25,0.0,0.0,0.8452380952380952,1.9941071428571426,8.804166666666665,74
1985-11-04/1985-11-10,24.229166666666664,42.922619047619044,9.723809523809523,0.0,0.0,0,1011.9440476190476,946.7767857142857,6.75,0.2916666666666667,4.946428571428571,11.708333333333332,1.8784523809523812,8.35595238095238,4
1985-11-11/1985-11-17,23.020833333333332,36.220238095238095,6.080357142857143,0.0,0.0,0,1013.2654761904762,947.7523809523809,6.625,0.0,4.142857142857143,13.82738095238095,1.958988095238095,9.645238095238096,18
1985-11-18/1985-11-24,22.123809523809523,44.232142857142854,7.919047619047619,0.0,0.0,0,1014.0738095238095,948.3244047619047,0.10714285714285714,0.0,0.0,0.38095238095238093,1.6638690476190476,6.455357142857143,78
1985-11-25/1985-12-01,22.748214285714283,46.17857142857143,9.467857142857143,0.0,0.0,0,1015.6291666666667,949.9119047619048,1.3035714285714286,0.0,2.172619047619048,0.0,1.6548214285714287,8.066071428571428,90
1985-12-02/1985-12-08,21.574404761904763,42.05952380952381,6.95952380952381,0.0,0.0,0,1014.7613095238095,948.8369047619046,3.297619047619048,0.0,0.0,10.982142857142858,1.681904761904762,7.548214285714286,90
1985-12-09/1985-12-15,21.896428571428572,56.857142857142854,11.809523809523808,0.1,0.1,0,1012.3095238095239,946.6238095238095,15.75,5.56547619047619,13.333333333333334,11.279761904761903,1.308095238095238,7.114285714285715,297
1985-12-16/1985-12-22,22.65297619047619,54.25,11.867261904761905,0.6000000000000001,0.6000000000000001,0,1015.2559523809524,949.5434523809524,4.613095238095238,2.130952380952381,4.4523809523809526,0.0,1.430892857142857,7.853571428571429,88
1985-12-23/1985-12-29,22.008928571428573,48.904761904761905,9.535119047619048,0.0,0.0,0,1014.6815476190476,948.8625,1.2142857142857142,0.005952380952380943,0.08333333333333334,3.880952380952381,1.5403571428571428,7.081547619047619,17
1985-12-30/1986-01-05,21.160714285714285,40.49404761904761,6.124404761904763,0.0,0.0,0,1014.4821428571429,948.4952380952382,7.785714285714286,0.0,2.1666666666666665,21.571428571428573,1.678392857142857,8.1125,92
1986-01-06/1986-01-12,21.37738095238095,45.55357142857143,8.064880952380951,0.0,0.0,0,1012.9744047619048,947.1309523809524,5.345238095238095,0.005952380952380943,8.267857142857142,1.226190476190476,1.5525,8.207142857142857,87
1986-01-13/1986-01-19,21.477380952380948,52.416666666666664,10.180357142857144,0.0,0.0,0,1013.9303571428571,948.0500000000001,5.6190476190476195,1.5416666666666665,7.005952380952381,0.0,1.3729761904761906,8.795238095238094,20
1986-01-20/1986-01-26,21.756547619047616,54.89880952380952,11.147619047619047,0.0,0.0,0,1015.297619047619,949.3880952380953,6.8928571428571415,2.25,6.5,3.208333333333333,1.3592261904761904,6.8065476190476195,18
1986-01-27/1986-02-02,20.997023809523807,53.089285714285715,9.60297619047619,0.0,0.0,0,1013.2226190476191,947.2779761904761,5.273809523809524,1.9226190476190477,0.6726190476190476,10.38095238095238,1.3664880952380953,6.458333333333334,135
1986-02-03/1986-02-09,21.847619047619048,49.267857142857146,9.151785714285714,0.3,0.3,0,1012.9553571428572,947.2119047619047,12.035714285714286,4.035714285714286,1.4226190476190474,25.13095238095238,1.5433333333333332,8.163690476190476,90
1986-02-10/1986-02-16,20.5,47.81547619047619,7.404761904761905,0.0,0.0,0,1013.4827380952381,947.4178571428571,0.48214285714285715,0.24404761904761904,0.41666666666666663,0.047619047619047616,1.4582738095238097,7.526785714285714,19
1986-02-17/1986-02-23,23.304166666666667,44.625,9.530952380952382,0.0,0.0,0,1013.1999999999999,947.7511904761905,4.375,0.011904761904761887,6.178571428571429,2.142857142857143,1.7748214285714285,8.464880952380952,3
1986-02-24/1986-03-02,24.927976190476187,40.767857142857146,8.685714285714285,0.1,0.1,0,1011.2345238095238,946.2553571428572,6.821428571428571,0.0,11.089285714285714,0.47619047619047616,2.0982738095238096,8.360714285714286,6
1986-03-03/1986-03-09,26.698214285714283,46.041666666666664,12.33452380952381,0.0,0.0,0,1011.4595238095238,946.8339285714285,6.8809523809523805,0.029761904761904743,5.166666666666666,12.541666666666666,2.1857738095238095,7.794047619047619,6
1986-03-10/1986-03-16,27.166666666666664,30.303571428571427,6.335119047619047,0.0,0.0,0,1010.1767857142858,945.7291666666666,10.44047619047619,0.0,9.023809523809524,16.797619047619044,2.763690476190476,8.641666666666666,10
1986-03-17/1986-03-23,25.611309523809524,37.654761904761905,7.407738095238095,0.0,0.0,0,1009.7517857142857,945.0041666666666,5.571428571428571,0.26785714285714285,0.047619047619047616,17.619047619047617,2.371904761904762,9.130357142857141,279
1986-03-24/1986-03-30,27.39166666666667,34.33333333333333,8.20654761904762,0.0,0.0,0,1010.6440476190476,946.207738095238,3.3988095238095233,0.44642857142857145,4.160714285714286,1.625,2.726547619047619,9.95297619047619,2
1986-03-31/1986-04-06,27.05297619047619,32.92261904761905,6.4375,0.0,0.0,0,1010.4297619047619,945.9363095238095,1.5178571428571428,0.1369047619047619,0.0,4.672619047619048,2.7791071428571428,9.403571428571428,13
1986-04-07/1986-04-13,29.72738095238095,36.88690476190476,11.282738095238097,0.0,0.0,0,1009.5124999999999,945.6291666666666,9.529761904761907,0.0,5.190476190476191,21.36309523809524,2.9982738095238095,9.082738095238096,268
1986-04-14/1986-04-20,29.248809523809523,41.22023809523809,12.14345238095238,0.0,0.0,0,1008.7553571428572,944.8214285714286,6.226190476190476,0.7261904761904762,4.113095238095238,10.303571428571429,2.799107142857143,10.355357142857143,249
1986-04-21/1986-04-27,28.491666666666667,54.88095238095237,16.17738095238095,0.0,0.0,0,1007.1577380952382,943.1761904761905,8.184523809523808,3.202380952380952,1.3630952380952384,15.01785714285714,2.174642857142857,11.380357142857141,243
1986-04-28/1986-05-04,29.560714285714287,51.410714285714285,16.38511904761905,0.4,0.4,0,1007.4297619047619,943.6440476190476,8.625,2.898809523809524,6.0059523809523805,7.875,2.4025595238095234,10.336309523809524,259
1986-05-05/1986-05-11,27.78392857142857,56.82142857142857,16.482142857142858,0.0,0.0,0,1007.7375000000001,943.5738095238095,12.535714285714286,13.071428571428571,0.6904761904761905,1.1428571428571428,1.9677976190476192,14.569642857142856,250
1986-05-12/1986-05-18,27.392261904761906,65.98214285714286,19.28690476190476,0.1,0.1,0,1007.9839285714286,943.7321428571429,16.601190476190478,17.738095238095237,0.42261904761904756,1.1250000000000002,1.5151190476190475,19.53988095238095,242
1986-05-19/1986-05-25,27.260119047619046,63.60119047619048,18.52559523809524,0.2,0.2,0,1007.9636904761904,943.6815476190476,17.660714285714285,17.886904761904763,2.4642857142857144,0.29166666666666663,1.589047619047619,16.162499999999998,237
1986-05-26/1986-06-01,27.636309523809523,63.875,19.163690476190478,4.300000000000001,4.300000000000001,0,1008.5226190476191,944.282142857143,22.398809523809522,17.297619047619047,6.327380952380953,10.023809523809522,1.5718452380952381,14.025,270
1986-06-02/1986-06-08,27.920238095238094,70.21428571428571,21.34345238095238,11.5,11.5,0,1007.2089285714285,943.1125000000001,41.42857142857143,24.285714285714285,14.577380952380953,36.220238095238095,1.2898809523809525,12.659523809523808,252
1986-06-09/1986-06-15,27.113095238095237,76.42857142857143,22.186904761904763,41.800000000000004,41.800000000000004,0,1004.3279761904762,940.2523809523809,65.0,47.547619047619044,15.863095238095239,50.30357142857143,0.9664285714285714,13.851190476190478,237
1986-06-16/1986-06-22,23.978571428571428,90.83333333333334,22.30595238095238,71.5,71.5,0,1001.6327380952381,937.0869047619047,96.60119047619048,81.5059523809524,41.738095238095234,93.94047619047619,0.2986904761904762,18.59107142857143,226
1986-06-23/1986-06-29,23.32857142857143,91.57738095238095,21.838690476190475,43.1,43.1,0,1003.645238095238,938.835119047619,94.61309523809523,78.0,46.6845238095238,73.8690476190476,0.2541666666666666,23.33095238095238,234
1986-06-30/1986-07-06,24.14166666666667,85.73809523809523,21.438095238095237,16.0,16.0,0,1007.2619047619047,942.3922619047619,77.55952380952381,67.60714285714286,13.74404761904762,36.17857142857142,0.47107142857142853,18.554166666666667,251
1986-07-07/1986-07-13,23.95952380952381,85.95833333333334,21.326785714285712,21.1,21.1,0,1006.7880952380953,941.9095238095236,85.41666666666666,69.44047619047619,19.214285714285715,68.03571428571429,0.4539880952380952,20.845238095238095,248
1986-07-14/1986-07-20,22.478571428571428,94.69047619047618,21.559523809523807,117.5,117.5,0,1004.2964285714286,939.2690476190477,99.96428571428571,82.85714285714286,78.92857142857143,97.0059523809524,0.15041666666666664,21.119642857142857,248
1986-07-21/1986-07-27,22.307738095238097,92.48809523809523,20.988690476190477,62.5,62.5,0,1005.7333333333335,940.5779761904762,98.75,84.67857142857143,51.047619047619044,99.32142857142857,0.2135119047619047,24.02261904761905,246
1986-07-28/1986-08-03,22.59345238095238,90.03571428571429,20.777380952380952,18.9,18.9,0,1009.4785714285715,944.1380952380952,92.61904761904762,75.93452380952382,29.91071428571428,77.53571428571429,0.29916666666666664,17.583333333333336,237
1986-08-04/1986-08-10,22.556547619047617,94.375,21.580357142857142,141.0,141.0,0,1002.0220238095237,937.1559523809523,97.58333333333333,87.42857142857143,55.22023809523809,80.29761904761905,0.15934523809523807,16.072619047619046,228
1986-08-11/1986-08-17,22.058333333333334,92.55357142857143,20.75595238095238,47.1,47.1,0,1007.2738095238095,941.9595238095238,95.58333333333334,78.6309523809524,47.547619047619044,85.66666666666666,0.2091071428571428,20.014880952380953,251
1986-08-18/1986-08-24,22.556547619047617,87.71428571428571,20.321428571428573,22.4,22.4,0,1009.510119047619,944.1577380952382,89.82738095238096,75.9940476190476,13.363095238095239,69.19047619047619,0.3611904761904762,20.07440476190476,257
1986-08-25/1986-08-31,22.613095238095237,85.23809523809523,19.821428571428573,7.9,7.9,0,1009.8958333333333,944.5291666666666,76.375,65.96428571428571,9.005952380952381,42.291666666666664,0.45065476190476195,13.626785714285715,243
1986-09-01/1986-09-07,22.961904761904766,83.45238095238095,19.76904761904762,6.0,6.0,0,1009.3565476190477,944.1041666666667,64.78571428571429,60.55357142857143,11.595238095238097,13.678571428571427,0.5208928571428572,13.623214285714285,257
1986-09-08/1986-09-14,23.386309523809523,81.88690476190477,19.808333333333334,0.4,0.4,0,1009.2458333333334,944.0833333333334,77.78571428571429,60.74404761904761,15.982142857142856,60.0654761904762,0.5916666666666667,13.653571428571428,266
1986-09-15/1986-09-21,24.336904761904766,84.17857142857143,21.255357142857143,18.400000000000002,18.400000000000002,0,1012.0333333333334,946.8934523809523,49.089285714285715,36.470238095238095,18.297619047619047,18.833333333333332,0.5496428571428572,6.516666666666667,270
1986-09-22/1986-09-28,25.185714285714283,82.16666666666666,21.58511904761905,16.400000000000002,16.400000000000002,0,1010.2291666666666,945.3761904761905,40.726190476190474,37.875,7.5,7.470238095238096,0.6699404761904761,8.764880952380953,9
1986-09-29/1986-10-05,24.869642857142857,77.86309523809523,20.148214285714285,1.8,1.8,0,1010.8398809523809,945.8815476190476,33.92857142857143,27.63095238095238,10.214285714285714,9.964285714285714,0.8373809523809523,7.796428571428571,270
1986-10-06/1986-10-12,25.361309523809524,66.21428571428571,17.402380952380952,1.0,1.0,0,1010.7476190476191,945.8958333333334,14.529761904761907,12.589285714285714,4.875,0.8571428571428571,1.313392857142857,8.696428571428571,27
1986-10-13/1986-10-19,25.559523809523807,57.041666666666664,14.732738095238094,0.0,0.0,0,1013.0666666666666,948.1017857142857,9.523809523809522,8.202380952380953,3.547619047619048,0.0,1.685297619047619,8.852380952380953,37
1986-10-20/1986-10-26,26.538095238095234,35.613095238095234,9.09702380952381,0.0,0.0,0,1013.1374999999999,948.3773809523809,8.553571428571429,0.0,13.79761904761905,0.9404761904761905,2.4167261904761905,8.010119047619048,58
1986-10-27/1986-11-02,25.552380952380954,32.452380952380956,6.9125000000000005,0.0,0.0,0,1011.3488095238096,946.4976190476191,24.72023809523809,0.0,16.898809523809522,48.589285714285715,2.3702976190476193,10.238690476190476,90
1986-11-03/1986-11-09,25.601785714285715,58.982142857142854,16.19047619047619,9.8,9.8,0,1009.4458333333333,944.7303571428572,35.17857142857143,5.6309523809523805,18.660714285714285,63.464285714285715,1.4705357142857145,10.042857142857143,75
1986-11-10/1986-11-16,23.83095238095238,52.75595238095237,11.713690476190477,0.0,0.0,0,1014.5702380952381,949.1446428571428,0.6666666666666666,0.0,0.0,2.267857142857143,1.6544047619047617,6.075,100
1986-11-17/1986-11-23,22.821428571428573,38.589285714285715,6.497023809523809,0.0,0.0,0,1015.2761904761904,949.5880952380952,1.9523809523809523,0.0,0.0,6.511904761904761,1.9179166666666667,7.5249999999999995,90
1986-11-24/1986-11-30,22.53154761904762,39.535714285714285,7.053571428571429,0.0,0.0,0,1015.7267857142857,949.9505952380952,1.9345238095238095,0.0,2.0238095238095237,2.494047619047619,1.8236309523809524,8.82797619047619,88
1986-12-01/1986-12-07,22.162499999999998,35.625,5.192857142857143,0.0,0.0,0,1016.1261904761905,950.2458333333333,0.03571428571428571,0.0,0.0,0.11309523809523811,1.8774404761904762,11.17202380952381,70
