date,temperature,relative_humidity,dew_point,precipitation (mm),rain (mm),snowfall (cm),pressure_msl (hPa),surface_pressure (hPa),cloud_cover (%),cloud_cover_low (%),cloud_cover_mid (%),cloud_cover_high (%),vapour_pressure_deficit (kPa),wind_speed_10m (km/h),wind_direction
1980-02-19,23.5125,38.958333333333336,7.1000000000000005,0.0,0.0,0,1014.375,948.8958333333334,3.3333333333333335,0.0,0.0,11.125,2.01375,6.6499999999999995,72
1980-02-20,24.604166666666668,35.958333333333336,7.108333333333333,0.0,0.0,0,1014.75,949.475,1.2916666666666667,0.0,0.125,3.9583333333333335,2.2245833333333334,8.262500000000001,88
1980-02-21,25.933333333333334,33.791666666666664,7.591666666666666,0.0,0.0,0,1015.5583333333334,950.5124999999999,0.375,0.0,0.625,0.0,2.45125,8.629166666666666,22
1980-02-22,26.09583333333333,38.375,9.091666666666667,0.0,0.0,0,1015.0666666666666,950.0875,0.0,0.0,0.0,0.0,2.3783333333333334,8.033333333333333,69
1980-02-23,26.0125,41.0,10.016666666666667,0.0,0.0,0,1013.1083333333332,948.225,0.0,0.0,0.0,0.0,2.2783333333333333,7.995833333333334,360
1980-02-24,24.916666666666668,38.625,8.345833333333333,0.0,0.0,0,1012.525,947.4583333333334,0.0,0.0,0.0,0.0,2.1779166666666665,8.941666666666666,358
1980-02-25,25.358333333333334,32.25,6.220833333333334,0.0,0.0,0,1011.5833333333334,946.6708333333332,0.0,0.0,0.0,0.0,2.4233333333333333,8.025,81
1980-02-26,25.587500000000002,29.083333333333332,4.933333333333334,0.0,0.0,0,1012.1291666666666,947.2333333333332,0.0,0.0,0.0,0.0,2.5791666666666666,9.112499999999999,90
1980-02-27,25.791666666666668,33.125,6.8625,0.0,0.0,0,1010.0124999999999,945.275,0.08333333333333333,0.0,0.0,0.20833333333333334,2.5225,8.970833333333333,252
1980-02-28,23.754166666666666,43.5,8.7875,0.0,0.0,0,1008.8625000000001,943.7833333333333,0.25,0.0,0.0,0.7083333333333334,1.9395833333333332,9.970833333333333,223
1980-02-29,23.0,53.375,11.5375,0.0,0.0,0,1009.725,944.4333333333334,0.08333333333333333,0.041666666666666664,0.0,0.125,1.5662500000000001,10.316666666666666,263
1980-03-01,23.691666666666666,42.666666666666664,8.475,0.0,0.0,0,1011.0916666666667,945.8666666666667,0.0,0.0,0.0,0.0,1.9220833333333334,8.0375,330
1980-03-02,25.400000000000002,30.958333333333332,5.075,0.0,0.0,0,1010.85,945.9875000000001,0.0,0.0,0.0,0.0,2.515,6.829166666666667,97
1980-03-03,25.979166666666668,34.333333333333336,7.191666666666666,0.0,0.0,0,1012.4166666666666,947.5791666666668,0.0,0.0,0.0,0.0,2.4679166666666665,6.570833333333333,284
